"","iso_ref","gene_ref","isoform_id","gene_id","condition_1","condition_2","gene_name","gene_biotype","iso_biotype","gene_overall_mean","gene_value_1","gene_value_2","gene_stderr_1","gene_stderr_2","gene_log2_fold_change","gene_q_value","iso_overall_mean","iso_value_1","iso_value_2","iso_stderr_1","iso_stderr_2","iso_log2_fold_change","iso_q_value","IF_overall","IF1","IF2","dIF","isoform_switch_q_value","gene_switch_q_value","PTC"
"15780","isoComp_00031863","geneComp_00006427","ENST00000637340.1","EFHC1","d","f","EFHC1","protein_coding","retained_intron",27.1255316590698,34.7934154174016,19.4576479007381,14.4630558420797,1.43846732877458,-0.838150304409983,NA,0.286938618411614,0.131033293779434,0.442843943043793,0.131033293779434,0.442843943043793,1.68297818076088,NA,0.0155666666666667,0.00736666666666667,0.0237666666666667,0.0164,0.961294750060543,0.00959548828343051,NA
"15784","isoComp_00031867","geneComp_00006427","ENST00000637874.1","EFHC1","d","f","EFHC1","protein_coding","nonsense_mediated_decay",27.1255316590698,34.7934154174016,19.4576479007381,14.4630558420797,1.43846732877458,-0.838150304409983,NA,0.824127832549402,0.685906610647308,0.962349054451497,0.685906610647308,0.482307644738853,0.482580594235137,NA,0.0385333333333333,0.0298,0.0472666666666667,0.0174666666666667,0.786693259677624,0.00959548828343051,TRUE
"88157","isoComp_00032887","geneComp_00006594","ENST00000323570.8","ELMOD2","d","f","ELMOD2","protein_coding","protein_coding",8.41599431222884,11.6569661718256,5.17502245263213,3.04236560932924,0.542190014222439,-1.17000731609434,NA,5.41370050337064,8.5790706122305,2.24833039451079,1.69115495047307,0.161915739857471,-1.92724546342089,NA,0.62525,0.8075,0.443,-0.3645,0.575809681760703,0.0424500842356553,FALSE
"88158","isoComp_00032888","geneComp_00006594","ENST00000502290.1","ELMOD2","d","f","ELMOD2","protein_coding","retained_intron",8.41599431222884,11.6569661718256,5.17502245263213,3.04236560932924,0.542190014222439,-1.17000731609434,NA,0.674842890221714,0.517492041068728,0.8321937393747,0.517492041068728,0.555947277326673,0.675002824726126,NA,0.0901333333333333,0.0306666666666667,0.1496,0.118933333333333,0.774140243761446,0.0424500842356553,NA
"88159","isoComp_00032889","geneComp_00006594","ENST00000502397.5","ELMOD2","d","f","ELMOD2","protein_coding","protein_coding",8.41599431222884,11.6569661718256,5.17502245263213,3.04236560932924,0.542190014222439,-1.17000731609434,NA,1.54793050900874,2.45885271584727,0.637008302170222,2.45885271584727,0.368246477664136,-1.93198464272688,NA,0.128083333333333,0.1458,0.110366666666667,-0.0354333333333333,0.836301370472209,0.0424500842356553,FALSE
"88160","isoComp_00032890","geneComp_00006594","ENST00000503541.1","ELMOD2","d","f","ELMOD2","protein_coding","retained_intron",8.41599431222884,11.6569661718256,5.17502245263213,3.04236560932924,0.542190014222439,-1.17000731609434,NA,0.0756255478319998,0.0425858204783162,0.108665275185683,0.0425858204783162,0.082079198611945,1.17415208231465,NA,0.0139,0.00673333333333333,0.0210666666666667,0.0143333333333333,0.874538725479376,0.0424500842356553,NA
"88162","isoComp_00032892","geneComp_00006594","ENST00000511887.6","ELMOD2","d","f","ELMOD2","protein_coding","protein_coding",8.41599431222884,11.6569661718256,5.17502245263213,3.04236560932924,0.542190014222439,-1.17000731609434,NA,0.237663319543201,0.0556891498562596,0.419637489230142,0.0556891498562597,0.21553851598935,2.7093928857008,NA,0.0485,0.0088,0.0882,0.0794,0.706955441958157,0.0424500842356553,FALSE
"88163","isoComp_00032893","geneComp_00006594","ENST00000512057.1","ELMOD2","d","f","ELMOD2","protein_coding","retained_intron",8.41599431222884,11.6569661718256,5.17502245263213,3.04236560932924,0.542190014222439,-1.17000731609434,NA,0.420821661224134,0,0.841643322448268,0,0.148694038538292,6.41217743534403,NA,0.0865333333333333,0,0.173066666666667,0.173066666666667,0.0424500842356553,0.0424500842356553,NA
"34187","isoComp_00034594","geneComp_00006886","ENST00000251527.10","ESYT2","d","f","ESYT2","protein_coding","protein_coding",40.6771192557288,34.1113703585624,47.2428681528952,12.7117507756127,2.71432856170208,0.469726312316412,NA,14.3430416482767,9.70934811862308,18.9767351779304,8.96218670792608,4.5175097856232,0.966060391442841,NA,0.338266666666667,0.266566666666667,0.409966666666667,0.1434,0.708698179889073,0.00441940969726788,FALSE
"34188","isoComp_00034595","geneComp_00006886","ENST00000275418.13","ESYT2","d","f","ESYT2","protein_coding","protein_coding",40.6771192557288,34.1113703585624,47.2428681528952,12.7117507756127,2.71432856170208,0.469726312316412,NA,5.72999491592116,4.80496464464301,6.65502518719931,1.55044010144856,0.998593836977972,0.469085122607958,NA,0.1433,0.147333333333333,0.139266666666667,-0.00806666666666669,1,0.00441940969726788,FALSE
"34189","isoComp_00034596","geneComp_00006886","ENST00000435514.3","ESYT2","d","f","ESYT2","protein_coding","retained_intron",40.6771192557288,34.1113703585624,47.2428681528952,12.7117507756127,2.71432856170208,0.469726312316412,NA,3.61313090723135,3.22151272057182,4.00474909389088,2.22527665235772,0.542987070454256,0.313100157092982,NA,0.163016666666667,0.2413,0.0847333333333333,-0.156566666666667,0.97425453410127,0.00441940969726788,NA
"34190","isoComp_00034597","geneComp_00006886","ENST00000483958.5","ESYT2","d","f","ESYT2","protein_coding","processed_transcript",40.6771192557288,34.1113703585624,47.2428681528952,12.7117507756127,2.71432856170208,0.469726312316412,NA,4.28997839962892,8.57995679925784,0,8.57995679925784,0,-9.74650706553274,NA,0.0777666666666667,0.155533333333333,0,-0.155533333333333,0.846763958283721,0.00441940969726788,NA
"34191","isoComp_00034598","geneComp_00006886","ENST00000497111.1","ESYT2","d","f","ESYT2","protein_coding","processed_transcript",40.6771192557288,34.1113703585624,47.2428681528952,12.7117507756127,2.71432856170208,0.469726312316412,NA,0.902197531343053,0.13430912612392,1.67008593656219,0.13430912612392,0.784423051521935,3.54130058487678,NA,0.0190833333333333,0.00373333333333333,0.0344333333333333,0.0307,0.554012614730787,0.00441940969726788,NA
"34192","isoComp_00034599","geneComp_00006886","ENST00000613624.1","ESYT2","d","f","ESYT2","protein_coding","protein_coding",40.6771192557288,34.1113703585624,47.2428681528952,12.7117507756127,2.71432856170208,0.469726312316412,NA,5.26948004149109,0,10.5389600829822,0,1.53800078215723,10.0428850696542,NA,0.110466666666667,0,0.220933333333333,0.220933333333333,0.00441940969726788,0.00441940969726788,FALSE
"34193","isoComp_00034600","geneComp_00006886","ENST00000652148.1","ESYT2","d","f","ESYT2","protein_coding","protein_coding",40.6771192557288,34.1113703585624,47.2428681528952,12.7117507756127,2.71432856170208,0.469726312316412,NA,6.52929581183653,7.66127894934275,5.39731267433031,6.12451625459414,3.67099089202557,-0.504555340983804,NA,0.148083333333333,0.185533333333333,0.110633333333333,-0.0749,0.913390270984581,0.00441940969726788,FALSE
"53925","isoComp_00036487","geneComp_00007275","ENST00000300027.12","FANCI","d","f","FANCI","protein_coding","protein_coding",68.7561116160892,86.9518981322367,50.5603250999416,20.0416178151529,2.12117282180824,-0.782092377554898,NA,8.34315904642039,12.0411576202588,4.64516047258203,5.40984427903204,0.555587368123033,-1.37226893042495,NA,0.128716666666667,0.166066666666667,0.0913666666666667,-0.0747,0.964696744080805,0.039957646046469,FALSE
"53926","isoComp_00036488","geneComp_00007275","ENST00000310775.12","FANCI","d","f","FANCI","protein_coding","protein_coding",68.7561116160892,86.9518981322367,50.5603250999416,20.0416178151529,2.12117282180824,-0.782092377554898,NA,23.4798784683403,19.7306316021182,27.2291253345624,10.4746223470157,0.714141914437849,0.46451222864389,NA,0.387183333333333,0.232833333333333,0.541533333333333,0.3087,0.778564245476723,0.039957646046469,FALSE
"53929","isoComp_00036491","geneComp_00007275","ENST00000563250.5","FANCI","d","f","FANCI","protein_coding","protein_coding",68.7561116160892,86.9518981322367,50.5603250999416,20.0416178151529,2.12117282180824,-0.782092377554898,NA,2.43768311526422,0.881198900666697,3.99416732986175,0.881198900666697,0.814728014006817,2.1676829059499,NA,0.0465166666666667,0.0126666666666667,0.0803666666666667,0.0677,0.484511131109993,0.039957646046469,FALSE
"53933","isoComp_00036495","geneComp_00007275","ENST00000565255.5","FANCI","d","f","FANCI","protein_coding","protein_coding",68.7561116160892,86.9518981322367,50.5603250999416,20.0416178151529,2.12117282180824,-0.782092377554898,NA,1.23657423377878,0.924406092994593,1.54874237456296,0.488919648822299,0.476198353133857,0.738260915581361,NA,0.02,0.0097,0.0303,0.0206,0.804853666382917,0.039957646046469,FALSE
"53934","isoComp_00036496","geneComp_00007275","ENST00000566615.1","FANCI","d","f","FANCI","protein_coding","processed_transcript",68.7561116160892,86.9518981322367,50.5603250999416,20.0416178151529,2.12117282180824,-0.782092377554898,NA,16.5687865461912,33.1375730923824,0,22.2980245722923,0,-11.6946875315986,NA,0.160116666666667,0.320233333333333,0,-0.320233333333333,0.039957646046469,0.039957646046469,NA
"53935","isoComp_00036497","geneComp_00007275","ENST00000566895.5","FANCI","d","f","FANCI","protein_coding","retained_intron",68.7561116160892,86.9518981322367,50.5603250999416,20.0416178151529,2.12117282180824,-0.782092377554898,NA,3.7351376973258,6.06919279917429,1.4010825954773,3.46658509184399,0.219529920937427,-2.10707733773948,NA,0.0444,0.0612666666666667,0.0275333333333333,-0.0337333333333333,0.989383363572753,0.039957646046469,NA
"53936","isoComp_00036498","geneComp_00007275","ENST00000567891.5","FANCI","d","f","FANCI","protein_coding","protein_coding",68.7561116160892,86.9518981322367,50.5603250999416,20.0416178151529,2.12117282180824,-0.782092377554898,NA,4.4251915537292,2.94403874925486,5.90634435820353,2.58094950271646,1.60184989134287,1.00201727569799,NA,0.0785,0.0407333333333333,0.116266666666667,0.0755333333333333,0.603740505559399,0.039957646046469,FALSE
"53937","isoComp_00036499","geneComp_00007275","ENST00000567996.5","FANCI","d","f","FANCI","protein_coding","protein_coding",68.7561116160892,86.9518981322367,50.5603250999416,20.0416178151529,2.12117282180824,-0.782092377554898,NA,2.80121264820483,4.30308175211849,1.29934354429117,3.34376638282574,0.65099584682769,-1.71987538195221,NA,0.0456333333333333,0.0656333333333333,0.0256333333333333,-0.04,0.997591141026683,0.039957646046469,FALSE
"53939","isoComp_00036501","geneComp_00007275","ENST00000570225.5","FANCI","d","f","FANCI","protein_coding","protein_coding",68.7561116160892,86.9518981322367,50.5603250999416,20.0416178151529,2.12117282180824,-0.782092377554898,NA,2.93324077559647,4.18889644252256,1.67758510867037,2.1064952999349,0.909500034087818,-1.31504994507364,NA,0.0452166666666667,0.0586,0.0318333333333333,-0.0267666666666667,0.945460736162929,0.039957646046469,FALSE
"53942","isoComp_00036504","geneComp_00007275","ENST00000676003.1","FANCI","d","f","FANCI","protein_coding","protein_coding",68.7561116160892,86.9518981322367,50.5603250999416,20.0416178151529,2.12117282180824,-0.782092377554898,NA,0.891247824787496,0.855906894414599,0.926588755160393,0.470268714548143,0.168344433053772,0.113203807643514,NA,0.01435,0.0102666666666667,0.0184333333333333,0.00816666666666667,0.864341787499733,0.039957646046469,FALSE
"52540","isoComp_00037454","geneComp_00007452","ENST00000427716.7","FGD4","d","f","FGD4","protein_coding","protein_coding",26.292243454619,24.8040932230821,27.7803936861558,14.8636721976845,0.808678865477279,0.163426536832872,NA,0.350077509180811,0.15873122838046,0.541423789981162,0.105414706052347,0.139535094699292,1.70843450167759,NA,0.01225,0.00473333333333333,0.0197666666666667,0.0150333333333333,0.828070691836633,0.0431123710285501,FALSE
"52541","isoComp_00037455","geneComp_00007452","ENST00000472289.5","FGD4","d","f","FGD4","protein_coding","protein_coding",26.292243454619,24.8040932230821,27.7803936861558,14.8636721976845,0.808678865477279,0.163426536832872,NA,3.02109194489442,0.226594148160271,5.81558974162857,0.226594148160271,0.410217433435117,4.62191780933332,NA,0.1073,0.0042,0.2104,0.2062,0.134553082681917,0.0431123710285501,FALSE
"52542","isoComp_00037456","geneComp_00007452","ENST00000473513.5","FGD4","d","f","FGD4","protein_coding","processed_transcript",26.292243454619,24.8040932230821,27.7803936861558,14.8636721976845,0.808678865477279,0.163426536832872,NA,10.5516868685859,15.0640220905156,6.03935164665624,12.2571285156733,1.60146479568131,-1.317211980428,NA,0.291416666666667,0.368333333333333,0.2145,-0.153833333333333,0.96900595047614,0.0431123710285501,NA
"52546","isoComp_00037460","geneComp_00007452","ENST00000494977.1","FGD4","d","f","FGD4","protein_coding","nonsense_mediated_decay",26.292243454619,24.8040932230821,27.7803936861558,14.8636721976845,0.808678865477279,0.163426536832872,NA,0.385317515444023,0,0.770635030888045,0,0.184653446644471,6.28657629985547,NA,0.0137666666666667,0,0.0275333333333333,0.0275333333333333,0.296164540872784,0.0431123710285501,NA
"52548","isoComp_00037462","geneComp_00007452","ENST00000525053.6","FGD4","d","f","FGD4","protein_coding","protein_coding",26.292243454619,24.8040932230821,27.7803936861558,14.8636721976845,0.808678865477279,0.163426536832872,NA,0.634717802151439,0.0851716409566324,1.18426396334625,0.0851716409566324,0.108393229823209,3.64944618832097,NA,0.0242,0.00546666666666667,0.0429333333333333,0.0374666666666667,0.563127645285361,0.0431123710285501,FALSE
"52549","isoComp_00037463","geneComp_00007452","ENST00000534526.7","FGD4","d","f","FGD4","protein_coding","protein_coding",26.292243454619,24.8040932230821,27.7803936861558,14.8636721976845,0.808678865477279,0.163426536832872,NA,7.08358592789675,8.13158844809205,6.03558340770145,2.59287317275783,0.486508427721729,-0.429428727653198,NA,0.357916666666667,0.4992,0.216633333333333,-0.282566666666667,0.771326183931594,0.0431123710285501,FALSE
"52550","isoComp_00037464","geneComp_00007452","ENST00000546442.5","FGD4","d","f","FGD4","protein_coding","protein_coding",26.292243454619,24.8040932230821,27.7803936861558,14.8636721976845,0.808678865477279,0.163426536832872,NA,1.36584604606469,0,2.73169209212938,0,0.662521998229984,8.09892274699648,NA,0.04955,0,0.0991,0.0991,0.044459961112813,0.0431123710285501,FALSE
"52553","isoComp_00037467","geneComp_00007452","ENST00000583694.2","FGD4","d","f","FGD4","protein_coding","protein_coding",26.292243454619,24.8040932230821,27.7803936861558,14.8636721976845,0.808678865477279,0.163426536832872,NA,1.5942085076381,0,3.1884170152762,0,0.884964448482992,8.32121424199157,NA,0.05835,0,0.1167,0.1167,0.0431123710285501,0.0431123710285501,FALSE
"52557","isoComp_00037471","geneComp_00007452","ENST00000684033.1","FGD4","d","f","FGD4","protein_coding","retained_intron",26.292243454619,24.8040932230821,27.7803936861558,14.8636721976845,0.808678865477279,0.163426536832872,NA,0.601310373913507,0.53196662121425,0.670654126612764,0.373428282757866,0.503074199883688,0.328717879861032,NA,0.0576166666666667,0.0920333333333333,0.0232,-0.0688333333333333,0.966538791523908,0.0431123710285501,NA
"106235","isoComp_00037474","geneComp_00007454","ENST00000417835.1","FGD5-AS1","d","f","FGD5-AS1","lncRNA","lncRNA",17.6121953208814,23.6637520272065,11.5606386145562,5.15510453591103,0.258214659605414,-1.03281988251263,NA,2.15489438688693,3.4712390040958,0.838549769678047,1.86403066374621,0.444681211636442,-2.03652968031267,NA,0.0974,0.120533333333333,0.0742666666666667,-0.0462666666666667,0.971110169785897,0.00418370465861766,NA
"106236","isoComp_00037475","geneComp_00007454","ENST00000424349.1","FGD5-AS1","d","f","FGD5-AS1","lncRNA","lncRNA",17.6121953208814,23.6637520272065,11.5606386145562,5.15510453591103,0.258214659605414,-1.03281988251263,NA,7.14945788609748,10.5982870287037,3.70062874349127,5.36381079396635,0.714988458326868,-1.51545614754992,NA,0.344066666666667,0.367666666666667,0.320466666666667,-0.0472,1,0.00418370465861766,NA
"106237","isoComp_00037476","geneComp_00007454","ENST00000426200.1","FGD5-AS1","d","f","FGD5-AS1","lncRNA","lncRNA",17.6121953208814,23.6637520272065,11.5606386145562,5.15510453591103,0.258214659605414,-1.03281988251263,NA,1.83534653647415,0,3.6706930729483,0,0.764110530890898,8.52383364050263,NA,0.157483333333333,0,0.314966666666667,0.314966666666667,0.00418370465861766,0.00418370465861766,NA
"106238","isoComp_00037477","geneComp_00007454","ENST00000440079.1","FGD5-AS1","d","f","FGD5-AS1","lncRNA","lncRNA",17.6121953208814,23.6637520272065,11.5606386145562,5.15510453591103,0.258214659605414,-1.03281988251263,NA,1.73794761398186,3.07810397298649,0.397791254977239,2.61598444207255,0.24256413709145,-2.92081858492416,NA,0.126483333333333,0.2177,0.0352666666666667,-0.182433333333333,0.984246634764734,0.00418370465861766,NA
"106239","isoComp_00037478","geneComp_00007454","ENST00000661022.1","FGD5-AS1","d","f","FGD5-AS1","lncRNA","lncRNA",17.6121953208814,23.6637520272065,11.5606386145562,5.15510453591103,0.258214659605414,-1.03281988251263,NA,0.380362945846447,0.760725891692894,0,0.760725891692894,0,-6.26814595242244,NA,0.0284833333333333,0.0569666666666667,0,-0.0569666666666667,1,0.00418370465861766,NA
"106240","isoComp_00037479","geneComp_00007454","ENST00000665449.1","FGD5-AS1","d","f","FGD5-AS1","lncRNA","lncRNA",17.6121953208814,23.6637520272065,11.5606386145562,5.15510453591103,0.258214659605414,-1.03281988251263,NA,2.13938431425377,2.81353735796497,1.46523127054258,1.41481828893834,0.30762896787112,-0.936562577537155,NA,0.112783333333333,0.0976,0.127966666666667,0.0303666666666667,0.925378348794853,0.00418370465861766,NA
"106241","isoComp_00037480","geneComp_00007454","ENST00000665738.1","FGD5-AS1","d","f","FGD5-AS1","lncRNA","lncRNA",17.6121953208814,23.6637520272065,11.5606386145562,5.15510453591103,0.258214659605414,-1.03281988251263,NA,2.21480163734072,2.94185877176268,1.48774450291877,0.533257730346406,0.573146399097371,-0.978832160512984,NA,0.133316666666667,0.139533333333333,0.1271,-0.0124333333333334,0.988215374086223,0.00418370465861766,NA
"29273","isoComp_00037697","geneComp_00007501","ENST00000230124.8","FIG4","d","f","FIG4","protein_coding","protein_coding",32.9239453010661,38.0602827739202,27.787607828212,2.93288009854168,0.944878349119847,-0.453704551174557,NA,12.2142682811236,11.0938921447495,13.3346444174977,5.60870794272695,0.168151867857442,0.265195404029105,NA,0.388683333333333,0.2968,0.480566666666667,0.183766666666667,0.87197086810205,0.00984806601184926,FALSE
"29274","isoComp_00037698","geneComp_00007501","ENST00000415980.2","FIG4","d","f","FIG4","protein_coding","protein_coding",32.9239453010661,38.0602827739202,27.787607828212,2.93288009854168,0.944878349119847,-0.453704551174557,NA,0.460254444400263,0.920508888800527,0,0.920508888800527,0,-6.53994802675931,NA,0.0141166666666667,0.0282333333333333,0,-0.0282333333333333,0.942912179973828,0.00984806601184926,FALSE
"29278","isoComp_00037702","geneComp_00007501","ENST00000674571.1","FIG4","d","f","FIG4","protein_coding","nonsense_mediated_decay",32.9239453010661,38.0602827739202,27.787607828212,2.93288009854168,0.944878349119847,-0.453704551174557,NA,0.566009324914856,0.657070336314186,0.474948313515526,0.486715277616385,0.175464518085858,-0.460007897105485,NA,0.0165,0.0163,0.0167,0.000400000000000001,0.939688537648233,0.00984806601184926,TRUE
"29283","isoComp_00037707","geneComp_00007501","ENST00000674657.1","FIG4","d","f","FIG4","protein_coding","nonsense_mediated_decay",32.9239453010661,38.0602827739202,27.787607828212,2.93288009854168,0.944878349119847,-0.453704551174557,NA,0.475020437829326,0,0.950040875658651,0,0.275330475451479,6.58502392765304,NA,0.0170833333333333,0,0.0341666666666667,0.0341666666666667,0.079123594573481,0.00984806601184926,TRUE
"29294","isoComp_00037718","geneComp_00007501","ENST00000675301.1","FIG4","d","f","FIG4","protein_coding","processed_transcript",32.9239453010661,38.0602827739202,27.787607828212,2.93288009854168,0.944878349119847,-0.453704551174557,NA,9.95632628977333,16.6231937161104,3.28945886343628,8.70715884193839,1.58696767218312,-2.33376386913542,NA,0.271066666666667,0.4249,0.117233333333333,-0.307666666666667,0.764855877313418,0.00984806601184926,NA
"29295","isoComp_00037719","geneComp_00007501","ENST00000675552.1","FIG4","d","f","FIG4","protein_coding","nonsense_mediated_decay",32.9239453010661,38.0602827739202,27.787607828212,2.93288009854168,0.944878349119847,-0.453704551174557,NA,0.343622673926626,0.349150729207846,0.338094618645406,0.0319928445289787,0.0694532330895112,-0.0451099337765398,NA,0.0107333333333333,0.00936666666666667,0.0121,0.00273333333333333,0.955971240571488,0.00984806601184926,TRUE
"29298","isoComp_00037722","geneComp_00007501","ENST00000675726.1","FIG4","d","f","FIG4","protein_coding","protein_coding",32.9239453010661,38.0602827739202,27.787607828212,2.93288009854168,0.944878349119847,-0.453704551174557,NA,0.508086034223977,0.659282391336011,0.356889677111943,0.358036459977109,0.0736368983135399,-0.867268744656829,NA,0.0150166666666667,0.0172666666666667,0.0127666666666667,-0.0045,1,0.00984806601184926,FALSE
"29300","isoComp_00037724","geneComp_00007501","ENST00000675844.1","FIG4","d","f","FIG4","protein_coding","protein_coding",32.9239453010661,38.0602827739202,27.787607828212,2.93288009854168,0.944878349119847,-0.453704551174557,NA,0.530957064718444,0.780264500853681,0.281649628583208,0.656662845612901,0.165228410857423,-1.43809936603821,NA,0.0144833333333333,0.0189,0.0100666666666667,-0.00883333333333333,0.998262995259114,0.00984806601184926,FALSE
"29303","isoComp_00037727","geneComp_00007501","ENST00000675879.1","FIG4","d","f","FIG4","protein_coding","nonsense_mediated_decay",32.9239453010661,38.0602827739202,27.787607828212,2.93288009854168,0.944878349119847,-0.453704551174557,NA,1.82793573556689,0,3.65587147113379,0,1.12116446590687,8.51801239430814,NA,0.0654833333333333,0,0.130966666666667,0.130966666666667,0.00984806601184926,0.00984806601184926,NA
"29307","isoComp_00037731","geneComp_00007501","ENST00000676021.1","FIG4","d","f","FIG4","protein_coding","nonsense_mediated_decay",32.9239453010661,38.0602827739202,27.787607828212,2.93288009854168,0.944878349119847,-0.453704551174557,NA,1.27705155026047,2.35835324163927,0.195749858881677,0.961803617123028,0.195749858881677,-3.52492092979493,NA,0.0333833333333333,0.0593666666666667,0.0074,-0.0519666666666667,0.52975143949067,0.00984806601184926,TRUE
"29310","isoComp_00037734","geneComp_00007501","ENST00000676246.1","FIG4","d","f","FIG4","protein_coding","retained_intron",32.9239453010661,38.0602827739202,27.787607828212,2.93288009854168,0.944878349119847,-0.453704551174557,NA,0.600868199490906,0.814041853112969,0.387694545868843,0.71102082191131,0.387694545868843,-1.05105683717665,NA,0.01935,0.0244666666666667,0.0142333333333333,-0.0102333333333333,0.90964737162729,0.00984806601184926,NA
"29311","isoComp_00037735","geneComp_00007501","ENST00000676435.1","FIG4","d","f","FIG4","protein_coding","protein_coding",32.9239453010661,38.0602827739202,27.787607828212,2.93288009854168,0.944878349119847,-0.453704551174557,NA,0.940776287888749,1.50188591793048,0.379666657847015,0.759670988334331,0.252094730799449,-1.95603688602372,NA,0.0279666666666667,0.042,0.0139333333333333,-0.0280666666666667,0.933305894830048,0.00984806601184926,FALSE
"70354","isoComp_00038106","geneComp_00007563","ENST00000366971.9","FLVCR1","d","f","FLVCR1","protein_coding","protein_coding",9.06615724522067,8.020847773587,10.1114667168543,1.82345558882463,1.50449549054863,0.333794169791036,NA,2.72485304243919,3.1012282309503,2.34847785392809,0.644376223297358,0.39890836365082,-0.399628176757596,NA,0.328216666666667,0.4041,0.252333333333333,-0.151766666666667,0.883610880478173,0.032801940435266,FALSE
"70355","isoComp_00038107","geneComp_00007563","ENST00000419102.1","FLVCR1","d","f","FLVCR1","protein_coding","protein_coding",9.06615724522067,8.020847773587,10.1114667168543,1.82345558882463,1.50449549054863,0.333794169791036,NA,1.13360930388636,0,2.26721860777272,0,0.659404155441919,7.83112898331823,NA,0.10645,0,0.2129,0.2129,0.032801940435266,0.032801940435266,NA
"70356","isoComp_00038108","geneComp_00007563","ENST00000474693.1","FLVCR1","d","f","FLVCR1","protein_coding","processed_transcript",9.06615724522067,8.020847773587,10.1114667168543,1.82345558882463,1.50449549054863,0.333794169791036,NA,1.25118811063445,0.0786199762676607,2.42375624500123,0.0786199762676607,0.934948705239764,4.77940893019862,NA,0.115916666666667,0.0125333333333333,0.2193,0.206766666666667,0.44407649555664,0.032801940435266,NA
"70357","isoComp_00038109","geneComp_00007563","ENST00000483790.1","FLVCR1","d","f","FLVCR1","protein_coding","processed_transcript",9.06615724522067,8.020847773587,10.1114667168543,1.82345558882463,1.50449549054863,0.333794169791036,NA,3.23766603263055,4.84099956636903,1.63433249889207,1.63332182817744,0.531799490846957,-1.56077999607606,NA,0.372966666666667,0.583366666666667,0.162566666666667,-0.4208,0.537925198337376,0.032801940435266,NA
"70358","isoComp_00038110","geneComp_00007563","ENST00000579295.1","FLVCR1","d","f","FLVCR1","protein_coding","processed_transcript",9.06615724522067,8.020847773587,10.1114667168543,1.82345558882463,1.50449549054863,0.333794169791036,NA,0.718840755630112,0,1.43768151126022,0,0.522664639645429,7.17760043538328,NA,0.07645,0,0.1529,0.1529,0.118670905240704,0.032801940435266,NA
"114271","isoComp_00038144","geneComp_00007570","ENST00000320930.7","FMN1","d","f","FMN1","protein_coding","protein_coding",73.6096964058679,32.7596192035882,114.459773608148,15.6842037723337,4.78400099611197,1.80453588343269,NA,1.12508500274641,0.592276596012976,1.65789340947984,0.0676813252883933,0.378024862890167,1.46952898987522,NA,0.0513666666666667,0.0879666666666667,0.0147666666666667,-0.0732,0.915119838377267,0.000301238531842487,FALSE
"114272","isoComp_00038145","geneComp_00007570","ENST00000334528.13","FMN1","d","f","FMN1","protein_coding","protein_coding",73.6096964058679,32.7596192035882,114.459773608148,15.6842037723337,4.78400099611197,1.80453588343269,NA,5.37436386663976,10.7487277332795,0,5.01584515972767,0,-10.0712917676299,NA,0.230033333333333,0.460066666666667,0,-0.460066666666667,0.000301238531842487,0.000301238531842487,FALSE
"114274","isoComp_00038147","geneComp_00007570","ENST00000558628.1","FMN1","d","f","FMN1","protein_coding","retained_intron",73.6096964058679,32.7596192035882,114.459773608148,15.6842037723337,4.78400099611197,1.80453588343269,NA,3.09365823374549,0.928601546826402,5.25871492066458,0.652239438934157,0.594840048934705,2.48886637750054,NA,0.0322666666666667,0.0181333333333333,0.0464,0.0282666666666667,0.865897868457449,0.000301238531842487,NA
"114277","isoComp_00038150","geneComp_00007570","ENST00000559610.1","FMN1","d","f","FMN1","protein_coding","protein_coding",73.6096964058679,32.7596192035882,114.459773608148,15.6842037723337,4.78400099611197,1.80453588343269,NA,33.6169644565613,8.08096148127695,59.1529674318457,4.13925670641541,5.03517293431266,2.87031135621164,NA,0.342283333333333,0.1697,0.514866666666667,0.345166666666667,0.635179150386616,0.000301238531842487,NA
"114279","isoComp_00038152","geneComp_00007570","ENST00000561249.5","FMN1","d","f","FMN1","protein_coding","protein_coding",73.6096964058679,32.7596192035882,114.459773608148,15.6842037723337,4.78400099611197,1.80453588343269,NA,4.48975664940829,0.0262066587558869,8.95330664006069,0.0262066587558869,0.833192437940516,7.95163219539741,NA,0.0393833333333333,0.000633333333333333,0.0781333333333333,0.0775,0.097325217965481,0.000301238531842487,FALSE
"114280","isoComp_00038153","geneComp_00007570","ENST00000616417.5","FMN1","d","f","FMN1","protein_coding","protein_coding",73.6096964058679,32.7596192035882,114.459773608148,15.6842037723337,4.78400099611197,1.80453588343269,NA,24.05364170938,12.0018544515793,36.1054289671807,6.03935201370741,0.646811886257041,1.5881564074537,NA,0.2858,0.2546,0.317,0.0624,0.937881081821505,0.000301238531842487,FALSE
"99756","isoComp_00038414","geneComp_00007640","ENST00000361346.6","FOXJ3","d","f","FOXJ3","protein_coding","protein_coding",23.5145978005225,32.4239996496024,14.6051959514426,11.075794354923,0.492720653931135,-1.15003777093877,NA,1.6670407355825,0.00655166468897172,3.32752980647603,0.00655166468897172,0.2738919836185,7.65566058706342,NA,0.114716666666667,3e-04,0.229133333333333,0.228833333333333,0.00730178759289331,0.00730178759289331,FALSE
